OWNER,TABLE_NAME,TABLE_BUSINESS_NAME,TABLE_DESCRIPTION,grain,COLUMN_ID,COLUMN_NAME,COLUMN_BUSINESS_NAME,COLUMN_DESCRIPTION,DATA_TYPE,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,36,FINDTARGET,,,NUMBER,22,5.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,37,LASTCONFIRMEDCNFGGROUPID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,38,RECONFIGCOMMANDSSENTDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,39,NEEDRECONFIGURATION,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,40,RECONFIGTYPEID,,,NUMBER,22,3.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,41,FREQASSIGNSENDCOUNT,,,NUMBER,22,3.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,42,SKIPFINDDETECTION,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,43,NEEDSINITIALASYNCREQUEST,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,44,DEMANDRESETPENDING,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,45,ASYNCREADINGDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,46,ASYNCREQUESTPACKETDEFINITIONID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,47,DETENT,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,48,SETMUSERIALNUMBERS,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,49,ZEROUSAGEDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,50,DEMANDRESETFAILURE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,51,DEMANDRESETGROUPID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,52,NOTLOGGINGEXCLUSIONDATE,,,DATE,7,,,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,53,SERIALNUMBERINVALID,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,54,HWMODELID,Hardware Model Identifier,Endpoint hardware model.,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,55,SUSPECTOUTAGEDATE,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,56,NETMETERINGENABLED,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,57,ROLLINGKWENABLED,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,58,SENDPEAKSETTINGS,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,59,SERIALNUMBERGROUPID,,,NUMBER,22,3.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,60,NEEDSTOU12INITIALASYNCREQUEST,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,61,NEEDSTOU34INITIALASYNCREQUEST,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,62,FINDPRIORITY,,,NUMBER,22,3.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,63,NEEDSZMETARIFFINITIALASYNCREQ,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,64,TOUMODECONFIRMATIONPENDING,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,65,SENDINTERVALDATA,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,66,SENDSETGROUPS,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,67,FIRMWAREVERSION,Module Firmware Version,Firmware version on the communications module.,VARCHAR2,50,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,68,ZIGBEEFIRMWAREVERSION,Zigbee Firmware Version,Zigbee (HAN) firmware version on the endpoint.,VARCHAR2,50,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,69,NEEDSINITIALREADASYNCREQUEST,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,70,FAILEDWORKFLOWTYPEID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,71,LASTPACKETRECEIVED,Last Packet Received,Timestamp of the last packet received from the endpoint.,DATE,7,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,72,SENDSETSEQUENCEBP,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,73,SENDSETCALENDAR,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,74,SENDSETINTERVALCONFIG,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,75,SECNEEDCONFIGURATION,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,76,SECCONFIGURATIONENABLED,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,77,SECCONFIGRETRIES,,,NUMBER,22,3.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,78,SECRECONFIGCOMMANDSSENTDATE,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,79,LASTEVENTTYPEID,,,NUMBER,22,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,80,SECURITYSTATUSCODEID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,81,SECURITYCNFGRETRYQT,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,82,DEMANDRESETBILLINGCYCLEID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,83,SENDSETLCOTIMES,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,84,SENDSETSDOCONFIG,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,85,SENDSWITCHCONFIGCMD,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,86,SENDSETSEQUENCEHAN,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,87,HANENABLED,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,88,IPADDR,,,NUMBER,22,20.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,89,SCHDDRSTATE,,,NUMBER,22,2.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,90,SCHDDRRTRYCNT,,,NUMBER,22,2.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,91,SCHDDRCMDSNDDTM,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,92,IPADDRV6,,,VARCHAR2,45,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,93,NUMDIGITSCHNLTWO,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,94,LASTCFGCHANGEUTCDTM,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,95,TENANTID,,,NUMBER,22,5.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,96,ISQURTNSTATE,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,97,SCHDDROPTYPE,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,98,MODELNAMEKEY,,,VARCHAR2,200,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,99,CLTRASSCDTM,,,DATE,7,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,100,ENDPOINTMODELHASH,,,VARCHAR2,200,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,101,ISAPPCAPABLE,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,102,DEVICEMODELNAME,,,VARCHAR2,100,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,103,PDUMODELNAME,,,VARCHAR2,100,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,104,COMMSTECHMODELNAME,,,VARCHAR2,100,,,True
CENTRALSERVICES,ENDPOINTS,Endpoint,Communication modules placed in meters that electronically collect and report usage. Each endpoint is uniquely identified by a factory-assigned serial number.,One row per endpoint,105,UTILITYSERIALNUMBER,,,VARCHAR2,50,,,True
CENTRALSERVICES,ENDPOINTSTATUSCODEHISTORY,Endpoint Status History,"History of status-code changes for an endpoint, with effective dates.",One row per endpoint status change,1,ENDPOINTID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTSTATUSCODEHISTORY,Endpoint Status History,"History of status-code changes for an endpoint, with effective dates.",One row per endpoint status change,2,LASTMODIFIEDDATE,,,TIMESTAMP(6),11,,6.0,False
CENTRALSERVICES,ENDPOINTSTATUSCODEHISTORY,Endpoint Status History,"History of status-code changes for an endpoint, with effective dates.",One row per endpoint status change,3,STATUSCODEID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ENDPOINTSTATUSCODEHISTORY,Endpoint Status History,"History of status-code changes for an endpoint, with effective dates.",One row per endpoint status change,4,EFFECTIVEDATE,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,1,ERRORLOGID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,2,LOGTIME,Log Time,When the error was logged.,TIMESTAMP(6),11,,6.0,False
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,3,ERRORTYPEID,Error Type Identifier,Type of error.,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,4,SOURCE,,,VARCHAR2,255,,,True
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,5,DESCRIPTION,Description,Description of the error.,VARCHAR2,1000,,,True
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,6,SPUID,Collector Identifier,Collector related to the error (if any).,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,7,ENDPOINTID,Endpoint Identifier,Endpoint related to the error (if any).,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,8,ORGANIZATIONID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,9,USERID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,10,STACKTRACE,,,CLOB,4000,,,True
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,11,TARGET,,,VARCHAR2,255,,,True
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,12,MESSAGE,,,VARCHAR2,4000,,,True
CENTRALSERVICES,ERRORLOG,Error Log,"Errors occurring in Command Center software and functionality (system, collectors, endpoints, communication, data). Key for administrator troubleshooting.",One row per error,13,ERRORRESOLVED,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,ERRORTYPES,Error Type,"Code table of all error types, with severity and category.",One row per error type,1,ERRORTYPEID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ERRORTYPES,Error Type,"Code table of all error types, with severity and category.",One row per error type,2,OBJECTTYPEID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,ERRORTYPES,Error Type,"Code table of all error types, with severity and category.",One row per error type,3,NAME,Error Type Name,"Name/category of the error (e.g., DCW Error - Interval Request Out of range).",VARCHAR2,50,,,True
CENTRALSERVICES,ERRORTYPES,Error Type,"Code table of all error types, with severity and category.",One row per error type,4,NOTES,Notes,Notes about the error type.,VARCHAR2,255,,,True
CENTRALSERVICES,ERRORTYPES,Error Type,"Code table of all error types, with severity and category.",One row per error type,5,SEVERITY,Severity,Severity level of the error type.,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,ERRORTYPES,Error Type,"Code table of all error types, with severity and category.",One row per error type,6,ERRORCATEGORYID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,1,EVENTLOGID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,2,LOGTIME,,,TIMESTAMP(6),11,,6.0,False
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,3,ENDPOINTID,Endpoint Identifier,Endpoint that raised the event.,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,4,SPUID,Collector Identifier,Collector associated with the event.,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,5,COMMANDID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,6,EVENTTYPEID,Event Type Identifier,Type of event.,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,7,USERNAME,,,VARCHAR2,50,,,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,8,PROGRAMNAME,,,VARCHAR2,20,,,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,9,EVENTTEXT,Event Text,Description of the event.,VARCHAR2,500,,,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,10,ORGANIZATIONID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,11,EVENTDATE,Event Date,Date/time the event occurred.,TIMESTAMP(6),11,,6.0,False
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,12,OEVENTDATE,,,NUMBER,22,5.0,0.0,False
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,13,RFALARMPRIORITYID,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,14,SQNCENUM,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,15,PACKETTYPEID,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,16,MESSAGE,,,VARCHAR2,4000,,,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,17,METERID,Meter Identifier,Meter associated with the event.,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,EVENTLOG,Event Log,"Alerts and events sent by endpoints and collectors (e.g., power outage/restore, demand reset, meter programming complete). Very large and fast-changing table - slow to query.",One row per event,18,METERBATCHID,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,EVENTTYPES,Event Type,Names of the event types sent to Command Center.,One row per event type,1,EVENTTYPEID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,EVENTTYPES,Event Type,Names of the event types sent to Command Center.,One row per event type,2,NAME,Event Type Name,"Name of the event type (e.g., Leading kvarh, Low battery detected).",VARCHAR2,70,,,True
CENTRALSERVICES,EVENTTYPES,Event Type,Names of the event types sent to Command Center.,One row per event type,3,NOTES,Notes,Notes about the event type.,VARCHAR2,255,,,True
CENTRALSERVICES,EVENTTYPES,Event Type,Names of the event types sent to Command Center.,One row per event type,4,SCRTYNTFCTNCD,,,NUMBER,22,2.0,0.0,True
CENTRALSERVICES,EVENTTYPES,Event Type,Names of the event types sent to Command Center.,One row per event type,5,EVENTCATGRYID,,,NUMBER,22,,,True
CENTRALSERVICES,EVENTTYPES,Event Type,Names of the event types sent to Command Center.,One row per event type,6,EVENTSRCID,,,NUMBER,22,,,True
CENTRALSERVICES,EVENTTYPES,Event Type,Names of the event types sent to Command Center.,One row per event type,7,FUNCLCATGRYID,,,NUMBER,22,,,True
CENTRALSERVICES,EVENTTYPES,Event Type,Names of the event types sent to Command Center.,One row per event type,8,INPHASEVOLTREPORT,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,GPSLOCATIONS,GPS Location,Latitude/longitude for a meter or collector; entered during installation import (layered routing) or read from the meter (geolocated routing).,One row per GPS location,1,GPSLOCATIONID,GPS Location Identifier,Unique identifier for the GPS location.,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,GPSLOCATIONS,GPS Location,Latitude/longitude for a meter or collector; entered during installation import (layered routing) or read from the meter (geolocated routing).,One row per GPS location,2,ENDPOINTID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,GPSLOCATIONS,GPS Location,Latitude/longitude for a meter or collector; entered during installation import (layered routing) or read from the meter (geolocated routing).,One row per GPS location,3,LATITUDE,Latitude,Latitude of the meter or collector.,NUMBER,22,12.0,8.0,False
